class,subclass,r_id,r_name,classification_notes,additional_info,link
Attribute,Temporal,Has end date,Has end date,"Qualifies clinical events by their timing, sequence, or duration. Example: [Phase III Radiation Treatment Modality] -> [RX Date Rad Ended]",,
Association,Therapeutic,Has endocrine tx,Has endocrine therapy (HemOnc),"Links therapeutic interventions to clinical indications or contraindications. Example: [Anastrozole, Lapatinib, Trastuzumab] -> [Anastrozole]",,https://hemonc.org/wiki/HemOncKB_canonical_triples
Association,Therapeutic,Has FDA indication,Has FDA indication (HemOnc),Links therapeutic interventions to clinical indications or contraindications. Example: [Brexucabtagene autoleucel] -> [B-cell acute lymphoblastic leukemia],,https://hemonc.org/wiki/HemOncKB_canonical_triples
Composition,Structural,Has filling,Has filling (SNOMED),Defines the inherent chemical constituents or dosage strength. Example: [Saline-filled smooth breast implant] -> [Sodium chloride],Represents the material or substance that fills an object.,https://docs.snomed.org/education/snomed-ct-education-editorial-guide/readme/authoring/domain-specific-modeling/physical-object/physical-object-defining-attributes#has-filling
Attribute,Pharmaceutical,Has form,Has form (RxNorm),"Qualifies physical drug delivery properties or dose forms. Example: [hepatitis B surface antigen vaccine] -> [hepatitis B surface antigen (isoform S), recombinant]",,
Attribute,Pharmaceutical,Has form continuity,Has dose form continuity indicator (DM+D),Qualifies physical drug delivery properties or dose forms.,,
Attribute,Anatomical,Has Histology ICDO,Has Histology ICDO,"Spatial qualifier describing location, morphology, or extent. Example: [Carcinoma, metastatic, NOS, of lymph nodes of inguinal region or leg] -> [Carcinoma, metastatic, NOS]",,
Attribute,Procedural,Has indir device,Has indirect device (SNOMED),"Defines execution technicalities like route of administration, method, or device used. Example: [Implantation of automatic cardioverter/defibrillator pulse generator only] -> [Implantable defibrillator]","Indirect device (attribute) represents action on something that is located in or on a device, but is not directly on the device itself. This attribute is infrequently needed. When modeling, carefully consider its use.",https://docs.snomed.org/education/snomed-ct-education-editorial-guide/readme/authoring/domain-specific-modeling/procedure/procedure-defining-attributes/index#indirect-device
Attribute,Anatomical,Has inherent loc,Has inherent location (SNOMED),"Spatial qualifier describing location, morphology, or extent. Example: [Length of primary malignant neoplasm of prostate in resected prostate specimen] -> [Prostatic structure]",Specify a body site or other location of the independent continuant in which the property exists.,https://docs.snomed.org/education/snomed-ct-education-editorial-guide/readme/authoring/domain-specific-modeling/observable-entity/observable-entity-defining-attributes#inherent-location
Association,Diagnostic,Has interpretation,Has interpretation (SNOMED),Links diagnostic evidence or tests to a clinical concept/state. Example: [Sickle cell-hemoglobin SS disease] -> [Below reference range],"Refers to and designates the judgment aspect being evaluated or interpreted (e.g., presence, absence, degree, normality, abnormality, etc.). ",https://docs.snomed.org/education/snomed-ct-education-editorial-guide/readme/authoring/domain-specific-modeling/clinical-finding-and-disorder/clinical-finding-defining-attributes#has-interpretation
Association,Therapeutic,Has investig use,Has investigational use (HemOnc),Links therapeutic interventions to clinical indications or contraindications. Example: [Dalpiciclib] -> [Breast cancer],,
Hierarchy,Categorical – down,Has kind,Has kind (LOINC),Expands a classification group into its constituent members. Example: [COVID-19 Intubation Consultation note] -> [Note],,https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-LOINC#relationships
Hierarchy,Categorical – up,Has legal category,Has legal category (SNOMED),Assigns a concept to a high-level grouping or classification chapter.,,
Attribute,Clinical,Has life circumstan,Has life circumstance (SNOMED Vet),"Qualifies clinical states, statuses (e.g., severity, intent, prescribing status), or general clinical indicators. Example: [Asian sea bass] -> [Lives in water]",,
Association,Therapeutic,Has local therapy,Has local therapy (HemOnc),"Links therapeutic interventions to clinical indications or contraindications. Example: [Doxorubicin, Pegaspargase, Vincristine, Prednisone] -> [Hydrocortisone]",,https://hemonc.org/wiki/HemOncKB_canonical_triples
Association,Diagnostic,Has manifestation,Has definitional manifestation (SNOMED),"Links evidence, tests, variants, or clinical findings to support diagnostic reasoning. Example: [Bilateral pseudophakia] -> [Finding of artificial lens]",,
Attribute,Pharmaceutical,Has marketed form,Has marketed form (OMOP),Qualifies physical drug delivery properties or dose forms. Example: [hepatitis B immune globulin 200 UNT/ML Injectable Solution] -> [10 ML hepatitis B immune globulin 200 UNT/ML Injectable Solution [HEPABIG] by Greencross],Identifies the version of the drug that is marketed.,https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-RXNORM_EXTENSION#result
Association,Mechanistic,Has metabolism,Has site of metabolism (NDF-RT),Links substances to functional biological pathways or mechanisms. Example: [METOPROLOL TARTRATE 37.5MG TAB] -> [Hepatic Metabolism],,
Association,Mechanistic,Has metabolites,Has active metabolites (NDF-RT),Links substances to functional biological pathways or mechanisms. Example: [AMITRIPTYLINE HYDROCHLORIDE] -> [Nortriptyline],,
Attribute,Procedural,Has method,Has method,"Defines execution technicalities like route of administration, method, or device used. Example: [Tc-99 MIBI (technetium 99m methoxyisobutylisonitrile) parathyroid subtraction study] -> [Radionuclide imaging - action]","Defines the action or technique used (e.g., Excision).",https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-SNOMED#attribute-relationships
Attribute,Procedural,Has modality,Has modality (HemOnc),"Defines execution technicalities like route of administration, method, or device used. Example: [AC-D] -> [Chemotherapy]",,
Composition,Structural,Has numerator unit,Has presentation strength numerator unit (SNOMED),Defines the inherent chemical constituents or dosage strength. Example: [Elagolix sodium 300 mg oral capsule] -> [mg],,
Composition,Structural,Has numerator value,Has presentation strength numerator value (SNOMED),Defines the inherent chemical constituents or dosage strength. Example: [AbobotulinumtoxinA 500unit lyophilized powder for conventional release solution for injection] -> [Five hundred],,
Association,Therapeutic,Has occurrence,Has occurrence (SNOMED),Links therapeutic interventions to clinical indications or contraindications. Example: [Sickle cell-hemoglobin SS disease] -> [Congenital],"Occurrence (attribute) is applied to procedures during a period of life. For example, procedures related to the gravid uterus should be modeled by the combination of the occurrence of the maternal pregnancy period and the uterus.",https://docs.snomed.org/education/snomed-ct-education-editorial-guide/readme/authoring/domain-specific-modeling/procedure/procedure-defining-attributes/index#occurrence
Association,Therapeutic,Has off-label ind,Has off-label drug indication (FDB),Links therapeutic interventions to clinical indications or contraindications.,,
Attribute,Pharmaceutical,Has ontological form,Has ontological dose form presentation (DM+D),Qualifies physical drug delivery properties or dose forms.,,
Composition,Containment,Has pack,Has pack (SNOMED),Links items to their physical packaging or multi-item kit groupings.,,
Hierarchy,Categorical – down,Has parent item,Has parent item (NAACCR),Expands a classification group into its constituent members. Example: [Regional Nodes Positive] -> [Primary Site],,
Composition,Physical,Has part of,Has part of (SNOMED),Physical material assembly or structural part-whole relationship. Example: [Promyelomonocyte] -> [Structure of myelopoietic tissue],,
Association,Therapeutic,Has PDC Rx,Has PDC - RxNorm (HemOnc),Links therapeutic interventions to clinical indications or contraindications. Example: [Melphalan flufenamide and Dexamethasone] -> [melphalan flufenamide],,
Attribute,Measurement,Has permiss range,Has permissible range,"Defines metrics, scales, units, and quantitative properties of an observation. Example: [Regional Nodes Positive] -> [1 - 89 nodes positive (code exact number of nodes positive)]",,
Hierarchy,Categorical – up,Has PPI parent code,Has PPI parent code,Assigns a concept to a high-level grouping or classification chapter. Example: [1] -> [How many doses of the vaccine did you receive?],,
Composition,Logical,Has precoord pair,Has precoordinated (Question-Answer/Variable-Value) pair,"Conceptual grouping/aggregation of entities (e.g., Q&A, HOI, SMQ, Schema). Example: [EuroQol five dimension three level self-care score] -> [EuroQol five dimension three level self-care score: 2 (I have some problems washing or dressing myself)]",,
Attribute,Clinical,Has priority,Has priority (SNOMED),"Qualifies clinical states, statuses (e.g., severity, intent, prescribing status), or general clinical indicators. Example: [Emergency operation following delivery] -> [Emergency]",Priority (attribute) is used when a procedure concept specifies a priority. This attribute is self-grouped.,https://docs.snomed.org/education/snomed-ct-education-editorial-guide/readme/authoring/domain-specific-modeling/procedure/procedure-defining-attributes/index#priority
Composition,Physical,Has product comp,Has product component (NDF-RT),"Physical material assembly or structural part-whole relationship. Example: [HYDROGEN PEROXIDE 3% SPRAY,TOP] -> [HYDROGEN PEROXIDE]",,
Composition,Structural,Has radioconjugate,Has radioconjugate (HemOnc),"Defines the inherent chemical constituents or dosage strength. Example: [Busulfan, Fludarabine, Ibritumomab tiuxetan] -> [Ibritumomab tiuxetan]",,https://hemonc.org/wiki/HemOncKB_canonical_triples
Hierarchy,Categorical – up,Has recipient cat,Has recipient category (SNOMED),Assigns a concept to a high-level grouping or classification chapter. Example: [Removal of organ from cadaver] -> [Cadaver donor],Recipient category (attribute) specifies the type of individual or group upon which the action of the procedure is performed.,https://docs.snomed.org/education/snomed-ct-education-editorial-guide/readme/authoring/domain-specific-modeling/procedure/procedure-defining-attributes/index#recipient-category
Association,Therapeutic,Has regimen type,Has regimen type (HemOnc),Links therapeutic interventions to clinical indications or contraindications.,,
